parish;token;cog;vot;pal;height;backness;round;stop;stress;.obs
Giver;ti1;3599;54.4;negpal;high;front;negrd;t;negstr;2512
Giver;tx1;6626;32.2;negpal;mid;central;negrd;t;negstr;2513
Giver;tx1;3167;30.7;negpal;mid;central;negrd;t;negstr;2514
Giver;tx1;3879;38.6;negpal;mid;central;negrd;t;negstr;2515
Giver;te1;4233;31.3;negpal;high;front;negrd;t;negstr;2516
Giver;par1;1331;35.3;negpal;low;central;negrd;p;negstr;2517
Giver;po1;2136;43.4;negpal;mid;back;rd;p;negstr;2518
Giver;tar2;2627;24.7;negpal;low;central;negrd;t;str;2519
Giver;ko2;1704;41.2;negpal;mid;back;rd;k;str;2520
Giver;tu2;4686;39.2;negpal;high;back;rd;t;str;2521
Giver;koe1;1528;38.7;negpal;low;central;negrd;k;negstr;2522
Giver;te1;3366;32.3;negpal;high;front;negrd;t;negstr;2523
Giver;ko1;2216;17.9;negpal;mid;back;rd;k;negstr;2524
Giver;tjæ2;3605;68.2;pal;mid;front;negrd;t;str;2525
Giver;ku1;1929;60.1;negpal;high;back;rd;k;negstr;2526
Giver;ku1;1223;39.1;negpal;high;back;rd;k;negstr;2527
Giver;koe1;1264;44.2;negpal;low;central;negrd;k;negstr;2528
Giver;kx1;1872;39.2;negpal;mid;central;negrd;k;negstr;2529
Giver;kje2;2796;52.8;pal;high;front;negrd;k;str;2530
Giver;koe1;1965;63.4;negpal;low;central;negrd;k;negstr;2531
Giver;tx1;4021;57.9;negpal;mid;central;negrd;t;negstr;2532
Giver;ku1;2117;48.7;negpal;high;back;rd;k;negstr;2533
Giver;te1;3015;60.1;negpal;high;front;negrd;t;negstr;2534
Giver;kar1;2005;36.3;negpal;low;central;negrd;k;negstr;2535
Giver;tx1;2927;34.6;negpal;mid;central;negrd;t;negstr;2536
Giver;koe1;2828;42.5;negpal;low;central;negrd;k;negstr;2537
Giver;ko1;2366;59.3;negpal;mid;back;rd;k;negstr;2538
Giver;toe2;4109;37.8;negpal;low;central;negrd;t;str;2539
Giver;toe2;2709;28.5;negpal;low;central;negrd;t;str;2540
Giver;to1;3069;22.3;negpal;mid;back;rd;t;negstr;2541
Giver;te1;3824;30;negpal;high;front;negrd;t;negstr;2542
Giver;te1;3738;32.5;negpal;high;front;negrd;t;negstr;2543
Giver;ty2;3426;75;negpal;high;front;rd;t;str;2544
Giver;te1;4138;31;negpal;high;front;negrd;t;negstr;2545
Giver;koe1;1925;35.5;negpal;low;central;negrd;k;negstr;2546
Giver;tx1;4158;50.2;negpal;mid;central;negrd;t;negstr;2547
Giver;tx1;3588;24.6;negpal;mid;central;negrd;t;negstr;2548
Giver;ku1;2536;38.6;negpal;high;back;rd;k;negstr;2549
Giver;kar1;1844;32.4;negpal;low;central;negrd;k;negstr;2550
Giver;tx1;4202;32.1;negpal;mid;central;negrd;t;negstr;2551
Giver;koe1;2195;58.7;negpal;low;central;negrd;k;negstr;2552
Giver;på1;2532;35.9;negpal;mid;back;rd;p;negstr;2553
Gjerrild;te1;4849;50.6;negpal;high;front;negrd;t;negstr;2554
Gjerrild;kje2;4575;64.4;pal;high;front;negrd;k;str;2555
Gjerrild;kjø1;1630;78.9;pal;mid;front;rd;k;negstr;2556
Gjerrild;kar2;1292;52.5;negpal;low;central;negrd;k;str;2557
Gjerrild;ti1;3394;70.2;negpal;high;front;negrd;t;negstr;2558
Gjerrild;te2;4071;55.1;negpal;high;front;negrd;t;str;2559
Gjerrild;te1;2103;84.5;negpal;high;front;negrd;t;negstr;2560
Gjerrild;te1;5580;40.7;negpal;high;front;negrd;t;negstr;2561
Gjerrild;ti1;4856;83.8;negpal;high;front;negrd;t;negstr;2562
Gjerrild;kjæ2;2178;46.8;pal;mid;front;negrd;k;str;2563
Gjerrild;kjø2;2429;70.1;pal;mid;front;rd;k;str;2564
Gjerrild;tø2;4900;67.3;negpal;mid;front;rd;t;str;2565
Gjerrild;ko1;747;55.1;negpal;mid;back;rd;k;negstr;2566
Gjerrild;koe1;424;65.2;negpal;low;central;negrd;k;negstr;2567
Gjerrild;på1;773;48.4;negpal;mid;back;rd;p;negstr;2568
Gjerrild;to2;4592;74.8;negpal;mid;back;rd;t;str;2569
Gjerrild;kar2;2106;72.2;negpal;low;central;negrd;k;str;2570
Gjerrild;ke2;2587;60.6;negpal;high;front;negrd;k;str;2571
Gjerrild;ku1;871;58.1;negpal;high;back;rd;k;negstr;2572
Gjerrild;to2;3762;55.6;negpal;mid;back;rd;t;str;2573
Gjerrild;kx1;987;45.8;negpal;mid;central;negrd;k;negstr;2574
Gjerrild;to2;4120;75.2;negpal;mid;back;rd;t;str;2575
Gjerrild;koe1;1069;52.8;negpal;low;central;negrd;k;negstr;2576
Gjerrild;ku1;613;48.5;negpal;high;back;rd;k;negstr;2577
Gjerrild;ta2;5988;60.8;negpal;low;front;negrd;t;str;2578
Gjerrild;koe1;1393;48.2;negpal;low;central;negrd;k;negstr;2579
Gjerrild;kar2;1720;75.9;negpal;low;central;negrd;k;str;2580
Gjerrild;kjæ1;3326;71.3;pal;mid;front;negrd;k;negstr;2581
Gjerrild;tx1;3465;40.1;negpal;mid;central;negrd;t;negstr;2582
Gjerrild;pa2;1252;90.4;negpal;low;front;negrd;p;str;2583
Gjerrild;toe1;3529;54.9;negpal;low;central;negrd;t;negstr;2584
Gjerrild;kå1;1148;65.1;negpal;mid;back;rd;k;negstr;2585
Gjerrild;kjø1;2109;63.1;pal;mid;front;rd;k;negstr;2586
Gjerrild;tx1;3576;46.6;negpal;mid;central;negrd;t;negstr;2587
Gjerrild;ku1;649;29.4;negpal;high;back;rd;k;negstr;2588
Gjerrild;ti1;1995;72.9;negpal;high;front;negrd;t;negstr;2589
Gjerrild;te2;5551;55.6;negpal;high;front;negrd;t;str;2590
Gjerrild;på1;748;60.2;negpal;mid;back;rd;p;negstr;2591
Gjerrild;ku1;273;53.1;negpal;high;back;rd;k;negstr;2592
Gjerrild;ku1;332;22.4;negpal;high;back;rd;k;negstr;2593
Gjerrild;ka1;1072;48;negpal;low;front;negrd;k;negstr;2594
Gjerrild;ka1;2114;76.4;negpal;low;front;negrd;k;negstr;2595
Gjerrild;ka1;1050;35.5;negpal;low;front;negrd;k;negstr;2596
Gjerrild;ta1;5856;47.4;negpal;low;front;negrd;t;negstr;2597
Gjerrild;ku2;922;55.1;negpal;high;back;rd;k;str;2598
Gjerrild;kx1;726;35.5;negpal;mid;central;negrd;k;negstr;2599
Gjerrild;tx1;4225;51;negpal;mid;central;negrd;t;negstr;2600
Gjerrild;ka1;1976;53.6;negpal;low;front;negrd;k;negstr;2601
Gjerrild;på1;537;42.8;negpal;mid;back;rd;p;negstr;2602
Glenstrup;tå2;1377;19.5;negpal;mid;back;rd;t;str;2603
Glenstrup;koe1;646;21.9;negpal;low;central;negrd;k;negstr;2604
Glenstrup;kø2;1244;45.3;negpal;mid;front;rd;k;str;2605
Glenstrup;tøe2;2105;37.1;negpal;mid;front;rd;t;str;2606
Glenstrup;te2;2376;44.3;negpal;high;front;negrd;t;str;2607
Glenstrup;ka1;1723;34.3;negpal;low;front;negrd;k;negstr;2608
Glenstrup;koe1;847;26.5;negpal;low;central;negrd;k;negstr;2609
Glenstrup;kø2;1488;31.1;negpal;mid;front;rd;k;str;2610
Glenstrup;kæ2;2002;39.8;negpal;mid;front;negrd;k;str;2611
Glenstrup;ka1;1327;12.9;negpal;low;front;negrd;k;negstr;2612
Glenstrup;te2;1969;22.2;negpal;high;front;negrd;t;str;2613
Glenstrup;te1;3611;14.7;negpal;high;front;negrd;t;negstr;2614
Glenstrup;te1;2205;14.1;negpal;high;front;negrd;t;negstr;2615
Glenstrup;pa2;470;28.8;negpal;low;front;negrd;p;str;2616
Glenstrup;kø1;1335;20.6;negpal;mid;front;rd;k;negstr;2617
Glenstrup;ko2;1209;21.2;negpal;mid;back;rd;k;str;2618
Glenstrup;kæ2;848;11.6;negpal;mid;front;negrd;k;str;2619
Glenstrup;te2;681;10.8;negpal;high;front;negrd;t;str;2620
Glenstrup;ko2;1023;17.3;negpal;mid;back;rd;k;str;2621
Glenstrup;kø1;428;45.6;negpal;mid;front;rd;k;negstr;2622
Glenstrup;pa2;1176;40.1;negpal;low;front;negrd;p;str;2623
Glenstrup;kx1;1198;38.2;negpal;mid;central;negrd;k;negstr;2624
Glenstrup;kar1;1515;21.9;negpal;low;central;negrd;k;negstr;2625
Glenstrup;ki1;1448;25.6;negpal;high;front;negrd;k;negstr;2626
Glenstrup;ko2;841;21.5;negpal;mid;back;rd;k;str;2627
Glenstrup;ko2;1032;26.9;negpal;mid;back;rd;k;str;2628
Glenstrup;tar1;3360;24.5;negpal;low;central;negrd;t;negstr;2629
Glenstrup;ti2;2505;43;negpal;high;front;negrd;t;str;2630
Glenstrup;ku1;387;29.6;negpal;high;back;rd;k;negstr;2631
Glenstrup;pi2;1220;10.6;negpal;high;front;negrd;p;str;2632
Glenstrup;ti1;2239;23.9;negpal;high;front;negrd;t;negstr;2633
Glenstrup;pa2;181;21.5;negpal;low;front;negrd;p;str;2634
Glenstrup;koe1;1188;26;negpal;low;central;negrd;k;negstr;2635
Glenstrup;ki1;1874;47.8;negpal;high;front;negrd;k;negstr;2636
Glenstrup;te2;2273;18.6;negpal;high;front;negrd;t;str;2637
Glenstrup;koe1;1400;39.3;negpal;low;central;negrd;k;negstr;2638
Glenstrup;ko1;432;46;negpal;mid;back;rd;k;negstr;2639
Glenstrup;kar1;747;29.1;negpal;low;central;negrd;k;negstr;2640
Glenstrup;te1;2263;47.5;negpal;high;front;negrd;t;negstr;2641
Glenstrup;ke2;1667;17.8;negpal;high;front;negrd;k;str;2642
Glenstrup;ke2;645;28.8;negpal;high;front;negrd;k;str;2643
Glenstrup;te2;1794;22.3;negpal;high;front;negrd;t;str;2644
Glenstrup;ka1;1075;28.8;negpal;low;front;negrd;k;negstr;2645
Glenstrup;kar1;1104;19.7;negpal;low;central;negrd;k;negstr;2646
Glenstrup;tx1;1970;18.3;negpal;mid;central;negrd;t;negstr;2647
Glenstrup;ti2;3689;44.8;negpal;high;front;negrd;t;str;2648
Gram;te1;1483;52.9;negpal;high;front;negrd;t;negstr;2649
Gram;ty2;2477;50.9;negpal;high;front;rd;t;str;2650
Gram;pi2;1841;15.2;negpal;high;front;negrd;p;str;2651
Gram;te1;2062;34;negpal;high;front;negrd;t;negstr;2652
Gram;ti1;2856;43.4;negpal;high;front;negrd;t;negstr;2653
Gram;te2;2496;25.8;negpal;high;front;negrd;t;str;2654
Gram;koe1;1593;43.6;negpal;low;central;negrd;k;negstr;2655
Gram;tø1;1926;34.8;negpal;mid;front;rd;t;negstr;2656
Gram;koe2;1949;56.2;negpal;low;central;negrd;k;str;2657
Gram;tør2;1903;50.1;negpal;low;front;rd;t;str;2658
Gram;tør2;1542;65.1;negpal;low;front;rd;t;str;2659
Gram;tx1;2064;74.8;negpal;mid;central;negrd;t;negstr;2660
Gram;koe1;1204;57.5;negpal;low;central;negrd;k;negstr;2661
Gram;tu2;1754;61.7;negpal;high;back;rd;t;str;2662
Gram;te1;2169;28.9;negpal;high;front;negrd;t;negstr;2663
Gram;te2;1944;23.6;negpal;high;front;negrd;t;str;2664
Gram;tx1;1934;14.3;negpal;mid;central;negrd;t;negstr;2665
Gram;ti2;2722;56.9;negpal;high;front;negrd;t;str;2666
Gram;ty2;2158;47;negpal;high;front;rd;t;str;2667
Gram;ta2;2171;20.1;negpal;low;front;negrd;t;str;2668
Gram;ty2;1997;41.8;negpal;high;front;rd;t;str;2669
Gram;ti2;2999;45;negpal;high;front;negrd;t;str;2670
Gram;ty2;2220;51.6;negpal;high;front;rd;t;str;2671
Gram;te1;3670;57.1;negpal;high;front;negrd;t;negstr;2672
Gram;ke1;2838;56.5;negpal;high;front;negrd;k;negstr;2673
Gram;koe1;2091;47.1;negpal;low;central;negrd;k;negstr;2674
Gram;ty2;1836;29.6;negpal;high;front;rd;t;str;2675
Gram;te;2882;46.4;negpal;high;front;negrd;t;str;2676
Gram;te1;2473;22.8;negpal;high;front;negrd;t;negstr;2677
Gram;tx1;2218;44.8;negpal;mid;central;negrd;t;negstr;2678
Gram;ka1;2291;66;negpal;low;front;negrd;k;negstr;2679
Gram;ka1;2121;47.2;negpal;low;front;negrd;k;negstr;2680
Gram;kar2;2678;67;negpal;low;central;negrd;k;str;2681
Gram;koe2;1524;90.5;negpal;low;central;negrd;k;str;2682
Gram;kx1;1541;84;negpal;mid;central;negrd;k;negstr;2683
Gram;koe1;1521;46.1;negpal;low;central;negrd;k;negstr;2684
Gram;te1;1838;11.7;negpal;high;front;negrd;t;negstr;2685
Gram;koe1;2724;59.1;negpal;low;central;negrd;k;negstr;2686
Gram;på1;1178;56.1;negpal;mid;back;rd;p;negstr;2687
Gram;ti;3035;65.1;negpal;high;front;negrd;t;str;2688
Gram;te1;2049;36.6;negpal;high;front;negrd;t;negstr;2689
Gram;koe1;2472;20.8;negpal;low;central;negrd;k;negstr;2690
Gram;ku1;1270;43.2;negpal;high;back;rd;k;negstr;2691
Gram;kæ2;2849;36.5;negpal;mid;front;negrd;k;str;2692
Gram;kæ2;2129;50.6;negpal;mid;front;negrd;k;str;2693
Gram;koe1;1187;33.2;negpal;low;central;negrd;k;negstr;2694
Gram;tar1;2632;43.2;negpal;low;central;negrd;t;negstr;2695
Gram;tø2;2146;65.7;negpal;mid;front;rd;t;str;2696
Gram;koe2;1253;18.3;negpal;low;central;negrd;k;str;2697
Gram;kår2;3184;76.6;negpal;low;back;rd;k;str;2698
Gudum;pe2;2145;20.3;negpal;high;front;negrd;p;str;2699
Gudum;kx1;2936;27.1;negpal;mid;central;negrd;k;negstr;2700
Gudum;tå2;3779;62.6;negpal;mid;back;rd;t;str;2701
Gudum;ti2;2896;51.3;negpal;high;front;negrd;t;str;2702
Gudum;ku1;1385;31.8;negpal;high;back;rd;k;negstr;2703
Gudum;kx1;1453;43.8;negpal;mid;central;negrd;k;negstr;2704
Gudum;te1;2562;13.2;negpal;high;front;negrd;t;negstr;2705
Gudum;ka2;1708;18.1;negpal;low;front;negrd;k;str;2706
Gudum;ka2;1798;22.8;negpal;low;front;negrd;k;str;2707
Gudum;på1;2267;19.2;negpal;mid;back;rd;p;negstr;2708
Gudum;kx1;2000;41;negpal;mid;central;negrd;k;negstr;2709
Gudum;kx1;2049;16.6;negpal;mid;central;negrd;k;negstr;2710
Gudum;koe1;1142;19.2;negpal;low;central;negrd;k;negstr;2711
Gudum;te1;2951;48.4;negpal;high;front;negrd;t;negstr;2712
Gudum;ke1;2519;15.4;negpal;high;front;negrd;k;negstr;2713
Gudum;te2;3324;31.6;negpal;high;front;negrd;t;str;2714
Gudum;ka1;1012;18.6;negpal;low;front;negrd;k;negstr;2715
Gudum;ka1;1724;30.3;negpal;low;front;negrd;k;negstr;2716
Gudum;te2;4124;52.7;negpal;high;front;negrd;t;str;2717
Gudum;tøe1;2583;54.5;negpal;mid;front;rd;t;negstr;2718
Gudum;ku1;1616;49.4;negpal;high;back;rd;k;negstr;2719
Gudum;ku1;1308;21.9;negpal;high;back;rd;k;negstr;2720
Gudum;kx1;2909;15.2;negpal;mid;central;negrd;k;negstr;2721
Gudum;to2;3385;56.7;negpal;mid;back;rd;t;str;2722
Gudum;to2;1855;43.1;negpal;mid;back;rd;t;str;2723
Gudum;ku1;2025;24.1;negpal;high;back;rd;k;negstr;2724
Gudum;kx1;1744;29.7;negpal;mid;central;negrd;k;negstr;2725
Gudum;px1;543;62.3;negpal;mid;central;negrd;p;negstr;2726
Gudum;kjo1;2977;52.4;pal;mid;back;rd;k;negstr;2727
Gudum;ke2;1788;27.4;negpal;high;front;negrd;k;str;2728
Gudum;kjø1;2198;22.4;pal;mid;front;rd;k;negstr;2729
Gudum;ku1;2291;51.2;negpal;high;back;rd;k;negstr;2730
Gudum;ku1;1293;33.5;negpal;high;back;rd;k;negstr;2731
Gudum;te2;2308;27.1;negpal;high;front;negrd;t;str;2732
Gudum;ti1;3626;37.7;negpal;high;front;negrd;t;negstr;2733
Gudum;kx1;1421;27.9;negpal;mid;central;negrd;k;negstr;2734
Gudum;pa2;4117;40.3;negpal;low;front;negrd;p;str;2735
Gudum;ku1;2175;41.4;negpal;high;back;rd;k;negstr;2736
Gudum;te2;3500;67.4;negpal;high;front;negrd;t;str;2737
Gudum;kx1;2974;22.6;negpal;mid;central;negrd;k;negstr;2738
Gudum;tå2;2456;78.1;negpal;mid;back;rd;t;str;2739
Gudum;te2;1949;22;negpal;high;front;negrd;t;str;2740
Gudum;tøe1;2858;61.7;negpal;mid;front;rd;t;negstr;2741
Gudum;te1;3193;49.5;negpal;high;front;negrd;t;negstr;2742
Gudum;kø2;1927;42.7;negpal;mid;front;rd;k;str;2743
Gudum;pa1;2854;49.3;negpal;low;front;negrd;p;negstr;2744
Gudum;te1;2297;60.3;negpal;high;front;negrd;t;negstr;2745
Gøl;tø2;2599;55.2;negpal;mid;front;rd;t;str;2746
Gøl;to1;2686;62.9;negpal;mid;back;rd;t;negstr;2747
Gøl;te2;5090;20.9;negpal;high;front;negrd;t;str;2748
Gøl;te1;4236;35.3;negpal;high;front;negrd;t;negstr;2749
Gøl;tæ2;4233;52.2;negpal;mid;front;negrd;t;str;2750
Gøl;ta1;2277;55.2;negpal;low;front;negrd;t;negstr;2751
Gøl;kjæ1;3345;96.9;pal;mid;front;negrd;k;negstr;2752
Gøl;kar2;2285;62.7;negpal;low;central;negrd;k;str;2753
Gøl;kjæ1;3575;82.2;pal;mid;front;negrd;k;negstr;2754
Gøl;koe1;1184;39.3;negpal;low;central;negrd;k;negstr;2755
Gøl;tø2;3172;56.2;negpal;mid;front;rd;t;str;2756
Gøl;tø2;2909;67.6;negpal;mid;front;rd;t;str;2757
Gøl;te2;4375;52.5;negpal;high;front;negrd;t;str;2758
Gøl;kår2;1220;73.7;negpal;low;back;rd;k;str;2759
Gøl;på1;2105;53.1;negpal;mid;back;rd;p;negstr;2760
Gøl;kar1;2444;39.9;negpal;low;central;negrd;k;negstr;2761
Gøl;to1;3031;70.3;negpal;mid;back;rd;t;negstr;2762
Gøl;px1;1249;14.8;negpal;mid;central;negrd;p;negstr;2763
Gøl;på2;1944;53.7;negpal;mid;back;rd;p;str;2764
Gøl;te2;3912;56.2;negpal;high;front;negrd;t;str;2765
Gøl;te1;5243;68;negpal;high;front;negrd;t;negstr;2766
Gøl;ka1;2620;60.6;negpal;low;front;negrd;k;negstr;2767
Gøl;pe2;3846;101.5;negpal;high;front;negrd;p;str;2768
Gøl;kar1;3406;102.9;negpal;low;central;negrd;k;negstr;2769
Gøl;tx1;4132;49.2;negpal;mid;central;negrd;t;negstr;2770
Gøl;koe1;2450;47;negpal;low;central;negrd;k;negstr;2771
Gøl;ka2;3612;51.5;negpal;low;front;negrd;k;str;2772
Gøl;pje1;2612;57.8;pal;high;front;negrd;p;negstr;2773
Gøl;ku1;1042;12.2;negpal;high;back;rd;k;negstr;2774
Gøl;te1;4745;34.8;negpal;high;front;negrd;t;negstr;2775
Gøl;pje1;2476;41.1;pal;high;front;negrd;p;negstr;2776
Gøl;kar1;2637;64;negpal;low;central;negrd;k;negstr;2777
Gøl;pe1;1720;12.3;negpal;high;front;negrd;p;negstr;2778
Gøl;ka1;3524;12.2;negpal;low;front;negrd;k;negstr;2779
Gøl;pe2;3183;49.8;negpal;high;front;negrd;p;str;2780
Gøl;koe1;1584;40.7;negpal;low;central;negrd;k;negstr;2781
Gøl;te1;5048;45.8;negpal;high;front;negrd;t;negstr;2782
Gøl;te1;4763;26.1;negpal;high;front;negrd;t;negstr;2783
Gøl;tar2;2867;80;negpal;low;central;negrd;t;str;2784
Gøl;på1;1662;48.4;negpal;mid;back;rd;p;negstr;2785
Gøl;på1;1006;25.4;negpal;mid;back;rd;p;negstr;2786
Gøl;kar2;2904;60.8;negpal;low;central;negrd;k;str;2787
Gøl;te1;5893;47.8;negpal;high;front;negrd;t;negstr;2788
Gøl;ta1;2582;50.8;negpal;low;front;negrd;t;negstr;2789
Gøl;ta1;4188;59;negpal;low;front;negrd;t;negstr;2790
Gøl;koe1;1480;42.2;negpal;low;central;negrd;k;negstr;2791
Gøl;ka1;3225;47.3;negpal;low;front;negrd;k;negstr;2792
Gøl;par1;1690;34.5;negpal;low;central;negrd;p;negstr;2793
Gøl;på1;1525;33.5;negpal;mid;back;rd;p;negstr;2794
Hald;ta2;2861;53.5;negpal;low;front;negrd;t;str;2795
Hald;på1;77;61.3;negpal;mid;back;rd;p;negstr;2796
Hald;tar2;3015;30.9;negpal;low;central;negrd;t;str;2797
Hald;ka1;1734;28.5;negpal;low;front;negrd;k;negstr;2798
Hald;koe1;163;55.5;negpal;low;central;negrd;k;negstr;2799
Hald;på1;71;21.2;negpal;mid;back;rd;p;negstr;2800
Hald;tå2;1500;24;negpal;mid;back;rd;t;str;2801
Hald;te1;1085;45.1;negpal;high;front;negrd;t;negstr;2802
Hald;ka1;1590;25.4;negpal;low;front;negrd;k;negstr;2803
Hald;på1;107;37.6;negpal;mid;back;rd;p;negstr;2804
Hald;te1;1715;45;negpal;high;front;negrd;t;negstr;2805
Hald;tar2;2639;32.7;negpal;low;central;negrd;t;str;2806
Hald;tar2;84;93.5;negpal;low;central;negrd;t;str;2807
Hald;på1;80;58.5;negpal;mid;back;rd;p;negstr;2808
Hald;ka1;1047;12.1;negpal;low;front;negrd;k;negstr;2809
Hald;tå2;1809;27.6;negpal;mid;back;rd;t;str;2810
Hald;tæ2;2406;47.2;negpal;mid;front;negrd;t;str;2811
Hald;på1;615;20.2;negpal;mid;back;rd;p;negstr;2812
Hald;tar2;3741;39.6;negpal;low;central;negrd;t;str;2813
Hald;tx1;1823;36;negpal;mid;central;negrd;t;negstr;2814
Hald;tjar2;787;64.3;pal;low;central;negrd;t;str;2815
Hald;tx1;2365;54.1;negpal;mid;central;negrd;t;negstr;2816
Hald;tx1;1880;10.5;negpal;mid;central;negrd;t;negstr;2817
Hald;ka2;1441;30.2;negpal;low;front;negrd;k;str;2818
Hald;kå2;494;66.5;negpal;mid;back;rd;k;str;2819
Hald;pe1;64;42.8;negpal;high;front;negrd;p;negstr;2820
Hald;koe1;698;27.5;negpal;low;central;negrd;k;negstr;2821
Hald;ke2;1182;43.3;negpal;high;front;negrd;k;str;2822
Hald;koe1;863;23.2;negpal;low;central;negrd;k;negstr;2823
Hald;te1;2256;32.7;negpal;high;front;negrd;t;negstr;2824
Hald;toe2;2239;58.7;negpal;low;central;negrd;t;str;2825
Hald;tå2;2058;95.1;negpal;mid;back;rd;t;str;2826
Hald;te2;2605;79.3;negpal;high;front;negrd;t;str;2827
Hald;px1;263;19.9;negpal;mid;central;negrd;p;negstr;2828
Hald;koe1;274;40.7;negpal;low;central;negrd;k;negstr;2829
Hald;te1;1747;39.9;negpal;high;front;negrd;t;negstr;2830
Hald;px1;180;14.5;negpal;mid;central;negrd;p;negstr;2831
Hald;ty2;1769;64.9;negpal;high;front;rd;t;str;2832
Hald;kæ2;1455;46.9;negpal;mid;front;negrd;k;str;2833
Hald;ty2;1750;90.1;negpal;high;front;rd;t;str;2834
Hald;koe1;1111;24;negpal;low;central;negrd;k;negstr;2835
Hald;tar2;2987;50.7;negpal;low;central;negrd;t;str;2836
Hald;tø2;1865;57.5;negpal;mid;front;rd;t;str;2837
Hald;ku1;792;19.4;negpal;high;back;rd;k;negstr;2838
Hald;te1;3039;60.8;negpal;high;front;negrd;t;negstr;2839
Hald;koe1;1206;46.6;negpal;low;central;negrd;k;negstr;2840
Hald;toe1;1906;54.2;negpal;low;central;negrd;t;negstr;2841
Hald;på1;478;20.5;negpal;mid;back;rd;p;negstr;2842
Halk;køe1;1660;51;negpal;mid;front;rd;k;negstr;2843
Halk;pa2;954;33.9;negpal;low;front;negrd;p;str;2844
Halk;tx1;2944;21.7;negpal;mid;central;negrd;t;negstr;2845
Halk;tx1;966;66.2;negpal;mid;central;negrd;t;negstr;2846
Halk;ti1;3311;45.1;negpal;high;front;negrd;t;negstr;2847
Halk;koe1;1640;49.1;negpal;low;central;negrd;k;negstr;2848
Halk;te1;1719;30.8;negpal;high;front;negrd;t;negstr;2849
Halk;koe2;1703;72.9;negpal;low;central;negrd;k;str;2850
Halk;koe1;2474;44.3;negpal;low;central;negrd;k;negstr;2851
Halk;te1;2719;66.3;negpal;high;front;negrd;t;negstr;2852
Halk;kø2;2243;64.6;negpal;mid;front;rd;k;str;2853
Halk;ti2;2955;47.2;negpal;high;front;negrd;t;str;2854
Halk;koe1;2153;51.2;negpal;low;central;negrd;k;negstr;2855
Halk;tx1;1148;23.2;negpal;mid;central;negrd;t;negstr;2856
Halk;ku1;857;59.2;negpal;high;back;rd;k;negstr;2857
Halk;koe1;2074;54.1;negpal;low;central;negrd;k;negstr;2858
Halk;kø2;1631;42.1;negpal;mid;front;rd;k;str;2859
Halk;kø2;1664;40.2;negpal;mid;front;rd;k;str;2860
Halk;tx1;976;18.3;negpal;mid;central;negrd;t;negstr;2861
Halk;ti1;2206;41.9;negpal;high;front;negrd;t;negstr;2862
Halk;køe1;1622;67.4;negpal;mid;front;rd;k;negstr;2863
Halk;tu2;2003;49.9;negpal;high;back;rd;t;str;2864
Halk;ku1;2638;62.9;negpal;high;back;rd;k;negstr;2865
Halk;to1;2729;45.5;negpal;mid;back;rd;t;negstr;2866
Halk;ty2;2820;32.5;negpal;high;front;rd;t;str;2867
Halk;tar2;3040;31.7;negpal;low;central;negrd;t;str;2868
Halk;te1;3514;46.2;negpal;high;front;negrd;t;negstr;2869
Halk;ti1;2657;44.1;negpal;high;front;negrd;t;negstr;2870
Halk;par1;644;15.2;negpal;low;central;negrd;p;negstr;2871
Halk;kø2;709;42.8;negpal;mid;front;rd;k;str;2872
Halk;tx1;1035;13.2;negpal;mid;central;negrd;t;negstr;2873
Halk;kø1;1129;53.3;negpal;mid;front;rd;k;negstr;2874
Halk;ku1;1391;46.2;negpal;high;back;rd;k;negstr;2875
Halk;ti1;3307;42.4;negpal;high;front;negrd;t;negstr;2876
Halk;kar2;2961;41.1;negpal;low;central;negrd;k;str;2877
Halk;te2;2594;34.3;negpal;high;front;negrd;t;str;2878
Halk;te1;2833;57.7;negpal;high;front;negrd;t;negstr;2879
Halk;koe1;2322;65.8;negpal;low;central;negrd;k;negstr;2880
Halk;toe1;1564;20.4;negpal;low;central;negrd;t;negstr;2881
Halk;koe1;2783;52.1;negpal;low;central;negrd;k;negstr;2882
Halk;ku1;996;66.9;negpal;high;back;rd;k;negstr;2883
Halk;ku1;223;46.6;negpal;high;back;rd;k;negstr;2884
Halk;to1;649;50.3;negpal;mid;back;rd;t;negstr;2885
Halk;tø1;1794;58.3;negpal;mid;front;rd;t;negstr;2886
Halk;to1;2971;36.4;negpal;mid;back;rd;t;negstr;2887
Halk;ty2;2801;79.6;negpal;high;front;rd;t;str;2888
Halk;koe1;4161;54.1;negpal;low;central;negrd;k;negstr;2889
Halk;ku1;2516;71.8;negpal;high;back;rd;k;negstr;2890
Halk;ty1;3481;45.6;negpal;high;front;rd;t;negstr;2891
Halk;koe2;1597;52.9;negpal;low;central;negrd;k;str;2892
HalsJylland;ka1;3456;12.6;negpal;low;front;negrd;k;negstr;2893
HalsJylland;ka2;2653;60.3;negpal;low;front;negrd;k;str;2894
HalsJylland;ku2;1407;44.6;negpal;high;back;rd;k;str;2895
HalsJylland;pa2;1411;42.2;negpal;low;front;negrd;p;str;2896
HalsJylland;ka2;2153;51.3;negpal;low;front;negrd;k;str;2897
HalsJylland;koe1;2089;48.5;negpal;low;central;negrd;k;negstr;2898
HalsJylland;ka1;2174;25.8;negpal;low;front;negrd;k;negstr;2899
HalsJylland;te2;4247;87.9;negpal;high;front;negrd;t;str;2900
